Sector,Growth Rate,YearQuarter,Value
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2027-Q4,45659.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2027-Q4,55598.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2027-Q4,68991.0
"Transport, Storage & Communication",LOW,2027-Q4,34215.0
"Transport, Storage & Communication",MEDIUM,2027-Q4,41663.0
"Transport, Storage & Communication",HIGH,2027-Q4,51699.0
Real Estate,LOW,2027-Q4,37273.0
Real Estate,MEDIUM,2027-Q4,45387.0
Real Estate,HIGH,2027-Q4,56320.0
"Finance, Insurance and Business services",LOW,2027-Q4,49513.0
"Finance, Insurance and Business services",MEDIUM,2027-Q4,60290.0
"Finance, Insurance and Business services",HIGH,2027-Q4,74813.0
"Community, Social & Personal Services",LOW,2027-Q4,23665.0
"Community, Social & Personal Services",MEDIUM,2027-Q4,28816.0
"Community, Social & Personal Services",HIGH,2027-Q4,35758.0
Government Activities,LOW,2027-Q4,143256.0
Government Activities,MEDIUM,2027-Q4,174439.0
Government Activities,HIGH,2027-Q4,216460.0
Riyadh GDP,LOW,2027-Q4,490877.0
Riyadh GDP,MEDIUM,2027-Q4,597726.0
Riyadh GDP,HIGH,2027-Q4,741714.0
Saudi Arabia GDP,LOW,2027-Q4,1190820.0
Saudi Arabia GDP,MEDIUM,2027-Q4,1450026.0
Saudi Arabia GDP,HIGH,2027-Q4,1799326.0
"Agriculture, Forestry & Fishing",LOW,2028-Q1,16181.0
"Agriculture, Forestry & Fishing",MEDIUM,2028-Q1,19964.0
"Agriculture, Forestry & Fishing",HIGH,2028-Q1,25132.0
Mining & Quarrying,LOW,2028-Q1,34782.0
Mining & Quarrying,MEDIUM,2028-Q1,42913.0
Mining & Quarrying,HIGH,2028-Q1,54022.0
Manufacturing,LOW,2028-Q1,61555.0
Manufacturing,MEDIUM,2028-Q1,75944.0
Manufacturing,HIGH,2028-Q1,95604.0
"Electricity, Gas and Water",LOW,2028-Q1,8471.0
"Electricity, Gas and Water",MEDIUM,2028-Q1,10451.0
"Electricity, Gas and Water",HIGH,2028-Q1,13156.0
Construction,LOW,2028-Q1,26119.0
Construction,MEDIUM,2028-Q1,32225.0
Construction,HIGH,2028-Q1,40567.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2028-Q1,46641.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2028-Q1,57544.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2028-Q1,72441.0
"Transport, Storage & Communication",LOW,2028-Q1,34951.0
"Transport, Storage & Communication",MEDIUM,2028-Q1,43121.0
"Transport, Storage & Communication",HIGH,2028-Q1,54284.0
Real Estate,LOW,2028-Q1,38075.0
Real Estate,MEDIUM,2028-Q1,46975.0
Real Estate,HIGH,2028-Q1,59136.0
"Finance, Insurance and Business services",LOW,2028-Q1,50577.0
"Finance, Insurance and Business services",MEDIUM,2028-Q1,62400.0
"Finance, Insurance and Business services",HIGH,2028-Q1,78554.0
"Community, Social & Personal Services",LOW,2028-Q1,24174.0
"Community, Social & Personal Services",MEDIUM,2028-Q1,29825.0
"Community, Social & Personal Services",HIGH,2028-Q1,37546.0
Government Activities,LOW,2028-Q1,146336.0
Government Activities,MEDIUM,2028-Q1,180544.0
Government Activities,HIGH,2028-Q1,227283.0
Riyadh GDP,LOW,2028-Q1,501430.0
Riyadh GDP,MEDIUM,2028-Q1,618646.0
Riyadh GDP,HIGH,2028-Q1,778799.0
Saudi Arabia GDP,LOW,2028-Q1,1216422.0
Saudi Arabia GDP,MEDIUM,2028-Q1,1500776.0
Saudi Arabia GDP,HIGH,2028-Q1,1889292.0
"Agriculture, Forestry & Fishing",LOW,2028-Q2,16529.0
"Agriculture, Forestry & Fishing",MEDIUM,2028-Q2,20663.0
"Agriculture, Forestry & Fishing",HIGH,2028-Q2,26389.0
Mining & Quarrying,LOW,2028-Q2,35530.0
Mining & Quarrying,MEDIUM,2028-Q2,44415.0
Mining & Quarrying,HIGH,2028-Q2,56723.0
Manufacturing,LOW,2028-Q2,62878.0
Manufacturing,MEDIUM,2028-Q2,78602.0
Manufacturing,HIGH,2028-Q2,100384.0
"Electricity, Gas and Water",LOW,2028-Q2,8653.0
"Electricity, Gas and Water",MEDIUM,2028-Q2,10817.0
"Electricity, Gas and Water",HIGH,2028-Q2,13814.0
Construction,LOW,2028-Q2,26681.0
Construction,MEDIUM,2028-Q2,33353.0
Construction,HIGH,2028-Q2,42595.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2028-Q2,47644.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2028-Q2,59558.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2028-Q2,76063.0
"Transport, Storage & Communication",LOW,2028-Q2,35702.0
"Transport, Storage & Communication",MEDIUM,2028-Q2,44631.0
"Transport, Storage & Communication",HIGH,2028-Q2,56999.0
Real Estate,LOW,2028-Q2,38893.0
Real Estate,MEDIUM,2028-Q2,48620.0
Real Estate,HIGH,2028-Q2,62093.0
"Finance, Insurance and Business services",LOW,2028-Q2,51664.0
"Finance, Insurance and Business services",MEDIUM,2028-Q2,64584.0
"Finance, Insurance and Business services",HIGH,2028-Q2,82482.0
"Community, Social & Personal Services",LOW,2028-Q2,24694.0
"Community, Social & Personal Services",MEDIUM,2028-Q2,30869.0
"Community, Social & Personal Services",HIGH,2028-Q2,39423.0
Government Activities,LOW,2028-Q2,149482.0
Government Activities,MEDIUM,2028-Q2,186863.0
Government Activities,HIGH,2028-Q2,238647.0
Riyadh GDP,LOW,2028-Q2,512211.0
Riyadh GDP,MEDIUM,2028-Q2,640299.0
Riyadh GDP,HIGH,2028-Q2,817739.0
Saudi Arabia GDP,LOW,2028-Q2,1242575.0
Saudi Arabia GDP,MEDIUM,2028-Q2,1553304.0
Saudi Arabia GDP,HIGH,2028-Q2,1983757.0
"Agriculture, Forestry & Fishing",LOW,2028-Q3,16885.0
"Agriculture, Forestry & Fishing",MEDIUM,2028-Q3,21386.0
"Agriculture, Forestry & Fishing",HIGH,2028-Q3,27708.0
Mining & Quarrying,LOW,2028-Q3,36294.0
Mining & Quarrying,MEDIUM,2028-Q3,45969.0
Mining & Quarrying,HIGH,2028-Q3,59559.0
Manufacturing,LOW,2028-Q3,64230.0
Manufacturing,MEDIUM,2028-Q3,81353.0
Manufacturing,HIGH,2028-Q3,105403.0
"Electricity, Gas and Water",LOW,2028-Q3,8839.0
"Electricity, Gas and Water",MEDIUM,2028-Q3,11195.0
"Electricity, Gas and Water",HIGH,2028-Q3,14505.0
Construction,LOW,2028-Q3,27254.0
Construction,MEDIUM,2028-Q3,34520.0
Construction,HIGH,2028-Q3,44725.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2028-Q3,48668.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2028-Q3,61642.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2028-Q3,79866.0
"Transport, Storage & Communication",LOW,2028-Q3,36470.0
"Transport, Storage & Communication",MEDIUM,2028-Q3,46193.0
"Transport, Storage & Communication",HIGH,2028-Q3,59849.0
Real Estate,LOW,2028-Q3,39730.0
Real Estate,MEDIUM,2028-Q3,50321.0
Real Estate,HIGH,2028-Q3,65198.0
"Finance, Insurance and Business services",LOW,2028-Q3,52775.0
"Finance, Insurance and Business services",MEDIUM,2028-Q3,66845.0
"Finance, Insurance and Business services",HIGH,2028-Q3,86606.0
"Community, Social & Personal Services",LOW,2028-Q3,25224.0
"Community, Social & Personal Services",MEDIUM,2028-Q3,31949.0
"Community, Social & Personal Services",HIGH,2028-Q3,41394.0
Government Activities,LOW,2028-Q3,152696.0
Government Activities,MEDIUM,2028-Q3,193403.0
Government Activities,HIGH,2028-Q3,250579.0
Riyadh GDP,LOW,2028-Q3,523224.0
Riyadh GDP,MEDIUM,2028-Q3,662709.0
Riyadh GDP,HIGH,2028-Q3,858626.0
Saudi Arabia GDP,LOW,2028-Q3,1269291.0
Saudi Arabia GDP,MEDIUM,2028-Q3,1607669.0
Saudi Arabia GDP,HIGH,2028-Q3,2082945.0
"Agriculture, Forestry & Fishing",LOW,2028-Q4,17248.0
"Agriculture, Forestry & Fishing",MEDIUM,2028-Q4,22134.0
"Agriculture, Forestry & Fishing",HIGH,2028-Q4,29093.0
Mining & Quarrying,LOW,2028-Q4,37074.0
Mining & Quarrying,MEDIUM,2028-Q4,47578.0
Mining & Quarrying,HIGH,2028-Q4,62537.0
Manufacturing,LOW,2028-Q4,65611.0
Manufacturing,MEDIUM,2028-Q4,84200.0
Manufacturing,HIGH,2028-Q4,110673.0
"Electricity, Gas and Water",LOW,2028-Q4,9029.0
"Electricity, Gas and Water",MEDIUM,2028-Q4,11587.0
"Electricity, Gas and Water",HIGH,2028-Q4,15230.0
Construction,LOW,2028-Q4,27840.0
Construction,MEDIUM,2028-Q4,35728.0
Construction,HIGH,2028-Q4,46962.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2028-Q4,49714.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2028-Q4,63800.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2028-Q4,83859.0
"Transport, Storage & Communication",LOW,2028-Q4,37254.0
"Transport, Storage & Communication",MEDIUM,2028-Q4,47809.0
"Transport, Storage & Communication",HIGH,2028-Q4,62841.0
Real Estate,LOW,2028-Q4,40584.0
Real Estate,MEDIUM,2028-Q4,52082.0
Real Estate,HIGH,2028-Q4,68458.0
"Finance, Insurance and Business services",LOW,2028-Q4,53910.0
"Finance, Insurance and Business services",MEDIUM,2028-Q4,69184.0
"Finance, Insurance and Business services",HIGH,2028-Q4,90936.0
"Community, Social & Personal Services",LOW,2028-Q4,25767.0
"Community, Social & Personal Services",MEDIUM,2028-Q4,33067.0
"Community, Social & Personal Services",HIGH,2028-Q4,43464.0
Government Activities,LOW,2028-Q4,155979.0
Government Activities,MEDIUM,2028-Q4,200172.0
Government Activities,HIGH,2028-Q4,263108.0
Riyadh GDP,LOW,2028-Q4,534473.0
Riyadh GDP,MEDIUM,2028-Q4,685904.0
Riyadh GDP,HIGH,2028-Q4,901558.0
Saudi Arabia GDP,LOW,2028-Q4,1296580.0
Saudi Arabia GDP,MEDIUM,2028-Q4,1663938.0
Saudi Arabia GDP,HIGH,2028-Q4,2187092.0
"Agriculture, Forestry & Fishing",LOW,2029-Q1,17618.0
"Agriculture, Forestry & Fishing",MEDIUM,2029-Q1,22909.0
"Agriculture, Forestry & Fishing",HIGH,2029-Q1,30548.0
Mining & Quarrying,LOW,2029-Q1,37871.0
Mining & Quarrying,MEDIUM,2029-Q1,49243.0
Mining & Quarrying,HIGH,2029-Q1,65664.0
Manufacturing,LOW,2029-Q1,67022.0
Manufacturing,MEDIUM,2029-Q1,87147.0
Manufacturing,HIGH,2029-Q1,116207.0
"Electricity, Gas and Water",LOW,2029-Q1,9223.0
"Electricity, Gas and Water",MEDIUM,2029-Q1,11993.0
"Electricity, Gas and Water",HIGH,2029-Q1,15991.0
Construction,LOW,2029-Q1,28439.0
Construction,MEDIUM,2029-Q1,36979.0
Construction,HIGH,2029-Q1,49310.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2029-Q1,50783.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2029-Q1,66033.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2029-Q1,88052.0
"Transport, Storage & Communication",LOW,2029-Q1,38055.0
"Transport, Storage & Communication",MEDIUM,2029-Q1,49483.0
"Transport, Storage & Communication",HIGH,2029-Q1,65983.0
Real Estate,LOW,2029-Q1,41456.0
Real Estate,MEDIUM,2029-Q1,53905.0
Real Estate,HIGH,2029-Q1,71880.0
"Finance, Insurance and Business services",LOW,2029-Q1,55069.0
"Finance, Insurance and Business services",MEDIUM,2029-Q1,71606.0
"Finance, Insurance and Business services",HIGH,2029-Q1,95483.0
"Community, Social & Personal Services",LOW,2029-Q1,26321.0
"Community, Social & Personal Services",MEDIUM,2029-Q1,34225.0
"Community, Social & Personal Services",HIGH,2029-Q1,45637.0
Government Activities,LOW,2029-Q1,159333.0
Government Activities,MEDIUM,2029-Q1,207178.0
Government Activities,HIGH,2029-Q1,276263.0
Riyadh GDP,LOW,2029-Q1,545964.0
Riyadh GDP,MEDIUM,2029-Q1,709911.0
Riyadh GDP,HIGH,2029-Q1,946635.0
Saudi Arabia GDP,LOW,2029-Q1,1324457.0
Saudi Arabia GDP,MEDIUM,2029-Q1,1722175.0
Saudi Arabia GDP,HIGH,2029-Q1,2296447.0
"Agriculture, Forestry & Fishing",LOW,2029-Q2,17997.0
"Agriculture, Forestry & Fishing",MEDIUM,2029-Q2,23711.0
"Agriculture, Forestry & Fishing",HIGH,2029-Q2,32076.0
Mining & Quarrying,LOW,2029-Q2,38685.0
Mining & Quarrying,MEDIUM,2029-Q2,50967.0
Mining & Quarrying,HIGH,2029-Q2,68947.0
Manufacturing,LOW,2029-Q2,68462.0
Manufacturing,MEDIUM,2029-Q2,90197.0
Manufacturing,HIGH,2029-Q2,122018.0
"Electricity, Gas and Water",LOW,2029-Q2,9421.0
"Electricity, Gas and Water",MEDIUM,2029-Q2,12412.0
"Electricity, Gas and Water",HIGH,2029-Q2,16791.0
Construction,LOW,2029-Q2,29050.0
Construction,MEDIUM,2029-Q2,38273.0
Construction,HIGH,2029-Q2,51775.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2029-Q2,51875.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2029-Q2,68344.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2029-Q2,92455.0
"Transport, Storage & Communication",LOW,2029-Q2,38873.0
"Transport, Storage & Communication",MEDIUM,2029-Q2,51215.0
"Transport, Storage & Communication",HIGH,2029-Q2,69282.0
Real Estate,LOW,2029-Q2,42348.0
Real Estate,MEDIUM,2029-Q2,55792.0
Real Estate,HIGH,2029-Q2,75474.0
"Finance, Insurance and Business services",LOW,2029-Q2,56253.0
"Finance, Insurance and Business services",MEDIUM,2029-Q2,74112.0
"Finance, Insurance and Business services",HIGH,2029-Q2,100257.0
"Community, Social & Personal Services",LOW,2029-Q2,26887.0
"Community, Social & Personal Services",MEDIUM,2029-Q2,35422.0
"Community, Social & Personal Services",HIGH,2029-Q2,47919.0
Government Activities,LOW,2029-Q2,162758.0
Government Activities,MEDIUM,2029-Q2,214430.0
Government Activities,HIGH,2029-Q2,290076.0
Riyadh GDP,LOW,2029-Q2,557702.0
Riyadh GDP,MEDIUM,2029-Q2,734758.0
Riyadh GDP,HIGH,2029-Q2,993967.0
Saudi Arabia GDP,LOW,2029-Q2,1352933.0
Saudi Arabia GDP,MEDIUM,2029-Q2,1782452.0
Saudi Arabia GDP,HIGH,2029-Q2,2411269.0
"Agriculture, Forestry & Fishing",LOW,2029-Q3,18384.0
"Agriculture, Forestry & Fishing",MEDIUM,2029-Q3,24541.0
"Agriculture, Forestry & Fishing",HIGH,2029-Q3,33679.0
Mining & Quarrying,LOW,2029-Q3,39517.0
Mining & Quarrying,MEDIUM,2029-Q3,52751.0
Mining & Quarrying,HIGH,2029-Q3,72394.0
Manufacturing,LOW,2029-Q3,69934.0
Manufacturing,MEDIUM,2029-Q3,93354.0
Manufacturing,HIGH,2029-Q3,128118.0
"Electricity, Gas and Water",LOW,2029-Q3,9624.0
"Electricity, Gas and Water",MEDIUM,2029-Q3,12847.0
"Electricity, Gas and Water",HIGH,2029-Q3,17631.0
Construction,LOW,2029-Q3,29675.0
Construction,MEDIUM,2029-Q3,39613.0
Construction,HIGH,2029-Q3,54364.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2029-Q3,52990.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2029-Q3,70736.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2029-Q3,97077.0
"Transport, Storage & Communication",LOW,2029-Q3,39709.0
"Transport, Storage & Communication",MEDIUM,2029-Q3,53007.0
"Transport, Storage & Communication",HIGH,2029-Q3,72746.0
Real Estate,LOW,2029-Q3,43258.0
Real Estate,MEDIUM,2029-Q3,57745.0
Real Estate,HIGH,2029-Q3,79248.0
"Finance, Insurance and Business services",LOW,2029-Q3,57462.0
"Finance, Insurance and Business services",MEDIUM,2029-Q3,76706.0
"Finance, Insurance and Business services",HIGH,2029-Q3,105270.0
"Community, Social & Personal Services",LOW,2029-Q3,27465.0
"Community, Social & Personal Services",MEDIUM,2029-Q3,36662.0
"Community, Social & Personal Services",HIGH,2029-Q3,50315.0
Government Activities,LOW,2029-Q3,166258.0
Government Activities,MEDIUM,2029-Q3,221935.0
Government Activities,HIGH,2029-Q3,304580.0
Riyadh GDP,LOW,2029-Q3,569693.0
Riyadh GDP,MEDIUM,2029-Q3,760474.0
Riyadh GDP,HIGH,2029-Q3,1043666.0
Saudi Arabia GDP,LOW,2029-Q3,1382021.0
Saudi Arabia GDP,MEDIUM,2029-Q3,1844837.0
Saudi Arabia GDP,HIGH,2029-Q3,2531833.0
"Agriculture, Forestry & Fishing",LOW,2029-Q4,18779.0
"Agriculture, Forestry & Fishing",MEDIUM,2029-Q4,25400.0
"Agriculture, Forestry & Fishing",HIGH,2029-Q4,35363.0
Mining & Quarrying,LOW,2029-Q4,40367.0
Mining & Quarrying,MEDIUM,2029-Q4,54597.0
Mining & Quarrying,HIGH,2029-Q4,76014.0
Manufacturing,LOW,2029-Q4,71438.0
Manufacturing,MEDIUM,2029-Q4,96622.0
Manufacturing,HIGH,2029-Q4,134524.0
"Electricity, Gas and Water",LOW,2029-Q4,9831.0
"Electricity, Gas and Water",MEDIUM,2029-Q4,13296.0
"Electricity, Gas and Water",HIGH,2029-Q4,18512.0
Construction,LOW,2029-Q4,30313.0
Construction,MEDIUM,2029-Q4,40999.0
Construction,HIGH,2029-Q4,57082.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2029-Q4,54130.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2029-Q4,73212.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2029-Q4,101931.0
"Transport, Storage & Communication",LOW,2029-Q4,40563.0
"Transport, Storage & Communication",MEDIUM,2029-Q4,54862.0
"Transport, Storage & Communication",HIGH,2029-Q4,76384.0
Real Estate,LOW,2029-Q4,44188.0
Real Estate,MEDIUM,2029-Q4,59766.0
Real Estate,HIGH,2029-Q4,83211.0
"Finance, Insurance and Business services",LOW,2029-Q4,58698.0
"Finance, Insurance and Business services",MEDIUM,2029-Q4,79390.0
"Finance, Insurance and Business services",HIGH,2029-Q4,110533.0
"Community, Social & Personal Services",LOW,2029-Q4,28055.0
"Community, Social & Personal Services",MEDIUM,2029-Q4,37945.0
"Community, Social & Personal Services",HIGH,2029-Q4,52831.0
Government Activities,LOW,2029-Q4,169832.0
Government Activities,MEDIUM,2029-Q4,229702.0
Government Activities,HIGH,2029-Q4,319809.0
Riyadh GDP,LOW,2029-Q4,581941.0
Riyadh GDP,MEDIUM,2029-Q4,787091.0
Riyadh GDP,HIGH,2029-Q4,1095849.0
Saudi Arabia GDP,LOW,2029-Q4,1411734.0
Saudi Arabia GDP,MEDIUM,2029-Q4,1909407.0
Saudi Arabia GDP,HIGH,2029-Q4,2658424.0
"Agriculture, Forestry & Fishing",LOW,2030-Q1,19183.0
"Agriculture, Forestry & Fishing",MEDIUM,2030-Q1,26289.0
"Agriculture, Forestry & Fishing",HIGH,2030-Q1,37131.0
Mining & Quarrying,LOW,2030-Q1,41234.0
Mining & Quarrying,MEDIUM,2030-Q1,56508.0
Mining & Quarrying,HIGH,2030-Q1,79815.0
Manufacturing,LOW,2030-Q1,72974.0
Manufacturing,MEDIUM,2030-Q1,100004.0
Manufacturing,HIGH,2030-Q1,141251.0
"Electricity, Gas and Water",LOW,2030-Q1,10042.0
"Electricity, Gas and Water",MEDIUM,2030-Q1,13762.0
"Electricity, Gas and Water",HIGH,2030-Q1,19438.0
Construction,LOW,2030-Q1,30965.0
Construction,MEDIUM,2030-Q1,42434.0
Construction,HIGH,2030-Q1,59936.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2030-Q1,55294.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2030-Q1,75774.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2030-Q1,107028.0
"Transport, Storage & Communication",LOW,2030-Q1,41435.0
"Transport, Storage & Communication",MEDIUM,2030-Q1,56783.0
"Transport, Storage & Communication",HIGH,2030-Q1,80203.0
Real Estate,LOW,2030-Q1,45138.0
Real Estate,MEDIUM,2030-Q1,61858.0
Real Estate,HIGH,2030-Q1,87371.0
"Finance, Insurance and Business services",LOW,2030-Q1,59960.0
"Finance, Insurance and Business services",MEDIUM,2030-Q1,82169.0
"Finance, Insurance and Business services",HIGH,2030-Q1,116060.0
"Community, Social & Personal Services",LOW,2030-Q1,28658.0
"Community, Social & Personal Services",MEDIUM,2030-Q1,39274.0
"Community, Social & Personal Services",HIGH,2030-Q1,55472.0
Government Activities,LOW,2030-Q1,173483.0
Government Activities,MEDIUM,2030-Q1,237742.0
Government Activities,HIGH,2030-Q1,335800.0
Riyadh GDP,LOW,2030-Q1,594453.0
Riyadh GDP,MEDIUM,2030-Q1,814639.0
Riyadh GDP,HIGH,2030-Q1,1150641.0
Saudi Arabia GDP,LOW,2030-Q1,1442086.0
Saudi Arabia GDP,MEDIUM,2030-Q1,1976236.0
Saudi Arabia GDP,HIGH,2030-Q1,2791345.0
"Agriculture, Forestry & Fishing",LOW,2030-Q2,19596.0
"Agriculture, Forestry & Fishing",MEDIUM,2030-Q2,27209.0
"Agriculture, Forestry & Fishing",HIGH,2030-Q2,38988.0
Mining & Quarrying,LOW,2030-Q2,42121.0
Mining & Quarrying,MEDIUM,2030-Q2,58486.0
Mining & Quarrying,HIGH,2030-Q2,83805.0
Manufacturing,LOW,2030-Q2,74543.0
Manufacturing,MEDIUM,2030-Q2,103504.0
Manufacturing,HIGH,2030-Q2,148313.0
"Electricity, Gas and Water",LOW,2030-Q2,10258.0
"Electricity, Gas and Water",MEDIUM,2030-Q2,14243.0
"Electricity, Gas and Water",HIGH,2030-Q2,20410.0
Construction,LOW,2030-Q2,31630.0
Construction,MEDIUM,2030-Q2,43919.0
Construction,HIGH,2030-Q2,62933.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2030-Q2,56482.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2030-Q2,78426.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2030-Q2,112379.0
"Transport, Storage & Communication",LOW,2030-Q2,42326.0
"Transport, Storage & Communication",MEDIUM,2030-Q2,58770.0
"Transport, Storage & Communication",HIGH,2030-Q2,84213.0
Real Estate,LOW,2030-Q2,46109.0
Real Estate,MEDIUM,2030-Q2,64023.0
Real Estate,HIGH,2030-Q2,91740.0
"Finance, Insurance and Business services",LOW,2030-Q2,61249.0
"Finance, Insurance and Business services",MEDIUM,2030-Q2,85045.0
"Finance, Insurance and Business services",HIGH,2030-Q2,121863.0
"Community, Social & Personal Services",LOW,2030-Q2,29275.0
"Community, Social & Personal Services",MEDIUM,2030-Q2,40648.0
"Community, Social & Personal Services",HIGH,2030-Q2,58246.0
Government Activities,LOW,2030-Q2,177213.0
Government Activities,MEDIUM,2030-Q2,246063.0
Government Activities,HIGH,2030-Q2,352590.0
Riyadh GDP,LOW,2030-Q2,607234.0
Riyadh GDP,MEDIUM,2030-Q2,843151.0
Riyadh GDP,HIGH,2030-Q2,1208173.0
Saudi Arabia GDP,LOW,2030-Q2,1473091.0
Saudi Arabia GDP,MEDIUM,2030-Q2,2045404.0
Saudi Arabia GDP,HIGH,2030-Q2,2930913.0
"Agriculture, Forestry & Fishing",LOW,2030-Q3,20017.0
"Agriculture, Forestry & Fishing",MEDIUM,2030-Q3,28161.0
"Agriculture, Forestry & Fishing",HIGH,2030-Q3,40937.0
Mining & Quarrying,LOW,2030-Q3,43027.0
Mining & Quarrying,MEDIUM,2030-Q3,60533.0
Mining & Quarrying,HIGH,2030-Q3,87996.0
Manufacturing,LOW,2030-Q3,76146.0
Manufacturing,MEDIUM,2030-Q3,107126.0
Manufacturing,HIGH,2030-Q3,155729.0
"Electricity, Gas and Water",LOW,2030-Q3,10479.0
"Electricity, Gas and Water",MEDIUM,2030-Q3,14742.0
"Electricity, Gas and Water",HIGH,2030-Q3,21430.0
Construction,LOW,2030-Q3,32310.0
Construction,MEDIUM,2030-Q3,45456.0
Construction,HIGH,2030-Q3,66080.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2030-Q3,57697.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2030-Q3,81171.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2030-Q3,117998.0
"Transport, Storage & Communication",LOW,2030-Q3,43236.0
"Transport, Storage & Communication",MEDIUM,2030-Q3,60827.0
"Transport, Storage & Communication",HIGH,2030-Q3,88424.0
Real Estate,LOW,2030-Q3,47100.0
Real Estate,MEDIUM,2030-Q3,66263.0
Real Estate,HIGH,2030-Q3,96327.0
"Finance, Insurance and Business services",LOW,2030-Q3,62566.0
"Finance, Insurance and Business services",MEDIUM,2030-Q3,88022.0
"Finance, Insurance and Business services",HIGH,2030-Q3,127956.0
"Community, Social & Personal Services",LOW,2030-Q3,29904.0
"Community, Social & Personal Services",MEDIUM,2030-Q3,42071.0
"Community, Social & Personal Services",HIGH,2030-Q3,61158.0
Government Activities,LOW,2030-Q3,181023.0
Government Activities,MEDIUM,2030-Q3,254675.0
Government Activities,HIGH,2030-Q3,370219.0
Riyadh GDP,LOW,2030-Q3,620289.0
Riyadh GDP,MEDIUM,2030-Q3,872662.0
Riyadh GDP,HIGH,2030-Q3,1268582.0
Saudi Arabia GDP,LOW,2030-Q3,1504763.0
Saudi Arabia GDP,MEDIUM,2030-Q3,2116993.0
Saudi Arabia GDP,HIGH,2030-Q3,3077458.0
"Agriculture, Forestry & Fishing",LOW,2030-Q4,20447.0
"Agriculture, Forestry & Fishing",MEDIUM,2030-Q4,29147.0
"Agriculture, Forestry & Fishing",HIGH,2030-Q4,42984.0
Mining & Quarrying,LOW,2030-Q4,43952.0
Mining & Quarrying,MEDIUM,2030-Q4,62651.0
Mining & Quarrying,HIGH,2030-Q4,92395.0
Manufacturing,LOW,2030-Q4,77783.0
Manufacturing,MEDIUM,2030-Q4,110876.0
Manufacturing,HIGH,2030-Q4,163515.0
"Electricity, Gas and Water",LOW,2030-Q4,10704.0
"Electricity, Gas and Water",MEDIUM,2030-Q4,15258.0
"Electricity, Gas and Water",HIGH,2030-Q4,22502.0
Construction,LOW,2030-Q4,33005.0
Construction,MEDIUM,2030-Q4,47047.0
Construction,HIGH,2030-Q4,69384.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2030-Q4,58937.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2030-Q4,84012.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2030-Q4,123898.0
"Transport, Storage & Communication",LOW,2030-Q4,44165.0
"Transport, Storage & Communication",MEDIUM,2030-Q4,62956.0
"Transport, Storage & Communication",HIGH,2030-Q4,92845.0
Real Estate,LOW,2030-Q4,48113.0
Real Estate,MEDIUM,2030-Q4,68583.0
Real Estate,HIGH,2030-Q4,101143.0
"Finance, Insurance and Business services",LOW,2030-Q4,63911.0
"Finance, Insurance and Business services",MEDIUM,2030-Q4,91102.0
"Finance, Insurance and Business services",HIGH,2030-Q4,134354.0
"Community, Social & Personal Services",LOW,2030-Q4,30547.0
"Community, Social & Personal Services",MEDIUM,2030-Q4,43543.0
"Community, Social & Personal Services",HIGH,2030-Q4,64216.0
Government Activities,LOW,2030-Q4,184915.0
